Time step,Vab,Vbc,Vca,Ia,Ib,Ic,,,,,W1,W2
0.04388,244.28,-214.19,-67.438,-1.4719,-1.9289,3.2281,,,,,-359.555732,
0.043888,240.94,-210.91,-63.469,-1.2805,-1.8867,3.3102,,,,,-308.52367,
0.043896,245.56,-215.12,-63.188,-1.3609,-1.8805,3.2984,,,,,-334.182604,
0.043904,250.62,-206.91,-63.188,-1.4297,-1.882,3.4125,,,,,-358.311414,
0.043912,244.22,-212.78,-60.531,-1.3625,-1.8734,3.3344,,,,,-332.74975,
0.04392,242.09,-207.34,-64.625,-1.3836,-1.9156,3.3078,,,,,-334.955724,
0.043928,247.22,-210.28,-63.406,-1.3914,-1.9297,3.3508,,,,,-343.981908,
0.043936,247.06,-210.06,-69.312,-1.3789,-1.9758,3.4312,,,,,-340.671034,
0.043944,247.91,-210.69,-67.344,-1.3102,-1.893,3.3414,,,,,-324.811682,
0.043952,247.88,-208.59,-68.219,-1.2578,-1.932,3.2945,,,,,-311.783464,
0.04396,249.47,-211.19,-68.062,-1.2977,-2.0219,3.3461,,,,,-323.737219,
0.043968,247.03,-206.5,-69.438,-1.2492,-2.0141,3.2781,,,,,-308.589876,
0.043976,241,-211.12,-68.719,-1.3617,-1.8992,3.3539,,,,,-328.1697,
0.043984,246.62,-205.78,-70.125,-1.2477,-2.0312,3.3914,,,,,-307.707774,
0.043992,248.56,-212.25,-70.25,-1.443,-1.8156,3.3359,,,,,-358.67208,
0.044,246.69,-205.97,-70.062,-1.2352,-1.9984,3.3992,,,,,-304.711488,
0.044008,248,-208.69,-71.875,-1.3375,-2.0031,3.3211,,,,,-331.7,
0.044016,248.97,-207.31,-73.75,-1.293,-2.0047,3.3695,,,,,-321.91821,
0.044024,251.28,-205.56,-72.875,-1.3539,-2.0609,3.4047,,,,,-340.207992,
0.044032,246.97,-202.91,-72.812,-1.2508,-2.1008,3.4172,,,,,-308.910076,
0.04404,251.75,-209.16,-68.719,-1.2477,-2.0984,3.2602,,,,,-314.108475,
0.044048,246,-205.03,-76.625,-1.2344,-2.0602,3.3328,,,,,-303.6624,
0.044056,248.44,-202.38,-74,-1.2805,-1.9812,3.2953,,,,,-318.12742,
0.044064,241.34,-205.16,-74.125,-1.2711,-1.9594,3.3523,,,,,-306.767274,
0.044072,248.22,-204.06,-74.844,-1.2414,-2.0695,3.2836,,,,,-308.140308,
0.04408,246.44,-202.31,-78.062,-1.3234,-2.0562,3.3602,,,,,-326.138696,
0.044088,251.72,-205.12,-77.781,-1.2188,-1.9398,3.2672,,,,,-306.796336,
0.044096,247.59,-207,-76.812,-1.2336,-2.1359,3.4125,,,,,-305.427024,
0.044104,247.66,-202.69,-76.812,-1.2297,-1.9547,3.2633,,,,,-304.547502,
0.044112,252.03,-202.31,-82.062,-1.1945,-1.9648,3.3586,,,,,-301.049835,
0.04412,248.38,-204.62,-80.469,-1.1305,-2.1945,3.2594,,,,,-280.79359,
0.044128,253.16,-201.09,-77.719,-1.1625,-2.1383,3.4039,,,,,-294.2985,
0.044136,249.47,-201.88,-78.938,-1.0617,-2.0656,3.2086,,,,,-264.862299,
0.044144,247.5,-200.31,-79.969,-1.3016,-2.1164,3.3836,,,,,-322.146,
0.044152,251.03,-200.03,-78.406,-1.1102,-2.1086,3.3336,,,,,-278.693506,
0.04416,250.22,-197.84,-84.781,-1.1875,-2.2023,3.3047,,,,,-297.13625,
0.044168,247.31,-204.81,-83.281,-1.1992,-2.2188,3.2375,,,,,-296.574152,
0.044176,249.22,-197.38,-82.75,-1.1766,-2.0281,3.2305,,,,,-293.232252,
0.044184,250.94,-196.78,-82.812,-1.157,-1.9812,3.2211,,,,,-290.33758,
0.044192,248.03,-196.38,-83.594,-1.0641,-2.1719,3.3344,,,,,-263.928723,
0.0442,250.41,-194.94,-84.406,-1.0945,-2.0664,3.3117,,,,,-274.073745,
0.044208,253.62,-196.91,-87.469,-1.1586,-2.1016,3.3508,,,,,-293.844132,
0.044216,253.28,-195.97,-87.875,-1.1602,-2.1492,3.2297,,,,,-293.855456,
0.044224,251.62,-194.44,-89.625,-1.0562,-2.1359,3.382,,,,,-265.761044,
0.044232,255.66,-199.53,-86.188,-1.1281,-2.2164,3.3258,,,,,-288.410046,
0.04424,252.81,-193.97,-87.719,-1.0508,-2.2039,3.2844,,,,,-265.652748,
0.044248,253.69,-194.19,-87,-1.0453,-2.2547,3.407,,,,,-265.182157,
0.044256,250.94,-194.62,-92.094,-1.0289,-2.2742,3.3234,,,,,-258.192166,
0.044264,252,-194.62,-90.281,-1.0898,-2.2023,3.2563,,,,,-274.6296,
0.044272,247.5,-196.12,-90.25,-1.0148,-2.182,3.4727,,,,,-251.163,
0.04428,253.31,-194.72,-90.5,-1.0562,-2.2719,3.2703,,,,,-267.546022,
0.044288,248.88,-194.59,-91.562,-0.92656,-2.2508,3.2953,,,,,-230.6022528,
0.044296,257.31,-195.84,-90.844,-0.91094,-2.175,3.2789,,,,,-234.3939714,
0.044304,249.97,-194.31,-92.625,-1.0703,-2.3289,3.4977,,,,,-267.542891,
0.044312,250.66,-196.38,-94.156,-0.90938,-2.2117,3.3859,,,,,-227.9451908,
0.04432,253.19,-187.69,-95.312,-0.99844,-2.2516,3.3211,,,,,-252.7950236,
0.044328,252.62,-190,-96.406,-0.93437,-2.2031,3.3023,,,,,-236.0405494,
0.044336,246.72,-188.28,-98.25,-0.99297,-2.2859,3.4203,,,,,-244.9855584,
0.044344,249.88,-187.62,-95.312,-0.99531,-2.2172,3.2922,,,,,-248.7080628,
0.044352,250.91,-188.12,-96.375,-0.95469,-2.3445,3.3312,,,,,-239.5412679,
0.04436,261.47,-187.5,-95.031,-1.0383,-2.2789,3.3727,,,,,-271.484301,
0.044368,253.41,-186.31,-95.594,-1.0328,-2.2836,3.382,,,,,-261.721848,
0.044376,257.09,-190.44,-96.938,-0.91016,-2.4031,3.2602,,,,,-233.9930344,
0.044384,258.16,-184.47,-99.188,-0.92656,-2.1969,3.2992,,,,,-239.2007296,
0.044392,253.72,-190.19,-93.656,-0.83203,-2.2805,3.2789,,,,,-211.1026516,
0.0444,256.75,-184.31,-101.97,-1.1195,-2.375,3.3797,,,,,-287.431625,
0.044408,255.84,-187.84,-99.562,-0.88359,-2.3352,3.4031,,,,,-226.0576656,
0.044416,249.97,-184.56,-104.22,-0.92188,-2.4469,3.4312,,,,,-230.4423436,
0.044424,254.56,-187.91,-103.66,-0.9625,-2.3484,3.3672,,,,,-245.014,
0.044432,251.91,-182.81,-106.38,-0.81484,-2.3414,3.2891,,,,,-205.2663444,
0.04444,257.94,-186.94,-105.69,-0.90469,-2.3156,3.3687,,,,,-233.3557386,
0.044448,254.5,-180.38,-104.72,-0.89141,-2.3453,3.3055,,,,,-226.863845,
0.044456,255.22,-181.12,-102.12,-0.93906,-2.3953,3.407,,,,,-239.6668932,
0.044464,261.19,-180.38,-99.375,-0.92422,-2.4,3.3594,,,,,-241.3970218,
0.044472,257.25,-185.62,-104.94,-0.88438,-2.332,3.3484,,,,,-227.506755,
0.04448,253.91,-182.16,-108.84,-0.96094,-2.4453,3.2828,,,,,-243.9922754,
0.044488,257.62,-184.06,-106.56,-0.86406,-2.3883,3.4,,,,,-222.5991372,
0.044496,254.38,-182.31,-109.72,-0.85,-2.3906,3.3961,,,,,-216.223,
0.044504,253.38,-180.69,-110.06,-0.78438,-2.3453,3.3273,,,,,-198.7462044,
0.044512,256.41,-176.66,-109.25,-0.81563,-2.3164,3.3445,,,,,-209.1356883,
0.04452,256.81,-178.81,-108.62,-0.88359,-2.5125,3.4289,,,,,-226.9147479,
0.044528,257.31,-176.09,-113.62,-0.84922,-2.5016,3.3305,,,,,-218.5127982,
0.044536,257.91,-178.47,-110.69,-0.78047,-2.5023,3.2836,,,,,-201.2910177,
0.044544,257.12,-174.03,-111.66,-0.86328,-2.4312,3.3469,,,,,-221.9665536,
0.044552,253.66,-178.66,-111.75,-0.775,-2.6063,3.2383,,,,,-196.5865,
0.04456,251.84,-176.12,-116.75,-0.77109,-2.5164,3.3047,,,,,-194.1913056,
0.044568,259.16,-175.44,-113.84,-0.66094,-2.5187,3.4102,,,,,-171.2892104,
0.044576,257.44,-175.59,-115.91,-0.80547,-2.5352,3.3547,,,,,-207.3601968,
0.044584,261.91,-174.62,-113.38,-0.77266,-2.5664,3.2617,,,,,-202.3673806,
0.044592,256.16,-174.53,-117.88,-0.61875,-2.5531,3.4438,,,,,-158.499,
0.0446,256.03,-174.41,-114.69,-0.83203,-2.475,3.3086,,,,,-213.0246409,
0.044608,252.75,-169.78,-119.06,-0.70547,-2.6266,3.3781,,,,,-178.3075425,
0.044616,260.25,-172.41,-118.22,-0.71641,-2.6305,3.3117,,,,,-186.4457025,
0.044624,260.31,-167.69,-121.03,-0.72422,-2.5148,3.3398,,,,,-188.5217082,
0.044632,261.75,-170.03,-117.91,-0.74922,-2.5086,3.25,,,,,-196.108335,
0.04464,264.78,-167.88,-122.03,-0.64062,-2.5578,3.4594,,,,,-169.6233636,
0.044648,264.53,-170.47,-119.41,-0.7625,-2.5766,3.2781,,,,,-201.704125,
0.044656,262.12,-165.5,-124.03,-0.68359,-2.6039,3.3891,,,,,-179.1826108,
0.044664,254.75,-171.06,-124.34,-0.67344,-2.6078,3.2258,,,,,-171.55884,
0.044672,258.03,-167.88,-124.78,-0.86641,-2.6469,3.3789,,,,,-223.5597723,
0.04468,267.06,-168.34,-121.66,-0.52578,-2.6703,3.4617,,,,,-140.4148068,
0.044688,259.38,-167.22,-127.5,-0.69453,-2.6406,3.2086,,,,,-180.1471914,
0.044696,261.41,-171.88,-123.78,-0.54297,-2.6758,3.3133,,,,,-141.9377877,
0.044704,256.94,-167.44,-128.44,-0.59766,-2.5836,3.2297,,,,,-153.5627604,
0.044712,260.81,-163.66,-125.72,-0.5375,-2.7414,3.3242,,,,,-140.185375,
0.04472,259.81,-162.38,-125.06,-0.63516,-2.6758,3.3258,,,,,-165.0209196,
0.044728,264.41,-165.19,-129.5,-0.59844,-2.5766,3.3977,,,,,-158.2335204,
0.044736,261.94,-160.81,-130.44,-0.55,-2.6063,3.3453,,,,,-144.067,
0.044744,261.31,-166.09,-133.44,-0.67734,-2.6938,3.2188,,,,,-176.9957154,
0.044752,259.09,-164.09,-132,-0.47344,-2.7219,3.4008,,,,,-122.6635696,
0.04476,265.34,-164.31,-129.44,-0.60859,-2.7687,3.2594,,,,,-161.4832706,
0.044768,264.56,-167.38,-131.88,-0.56953,-2.6656,3.4156,,,,,-150.6748568,
0.044776,264.31,-164.28,-134.5,-0.56641,-2.7023,3.2953,,,,,-149.7078271,
0.044784,261.19,-164.03,-137.62,-0.62187,-2.6406,3.2836,,,,,-162.4262253,
0.044792,263.94,-160.53,-132.22,-0.54219,-2.6898,3.1789,,,,,-143.1056286,
0.0448,262.78,-159.12,-135.16,-0.51484,-2.6695,3.3805,,,,,-135.2896552,
0.044808,260.59,-161.91,-137.69,-0.50859,-2.6578,3.2969,,,,,-132.5334681,
0.044816,261.81,-154.72,-136.09,-0.58594,-2.4781,3.25,,,,,-153.4049514,
0.044824,266.31,-154.72,-134.28,-0.48438,-2.7445,3.3461,,,,,-128.9952378,
0.044832,259.59,-155.09,-136.25,-0.50469,-2.8109,3.2578,,,,,-131.0124771,
0.04484,261.19,-159.53,-140.97,-0.48984,-2.7383,3.4055,,,,,-127.9413096,
0.044848,266.22,-152.94,-140.41,-0.44062,-2.5883,3.293,,,,,-117.3018564,
0.044856,264.22,-157.62,-141.06,-0.38438,-2.7516,3.3102,,,,,-101.5608836,
0.044864,265.09,-154.38,-142.41,-0.55391,-2.8336,3.3945,,,,,-146.8360019,
0.044872,267.72,-154.53,-140.22,-0.44766,-2.8359,3.3289,,,,,-119.8475352,
0.04488,263.03,-156.25,-144.06,-0.45859,-2.8734,3.3711,,,,,-120.6229277,
0.044888,262,-155.25,-141.62,-0.35703,-2.6672,3.2289,,,,,-93.54186,
0.044896,262.66,-153.78,-145.19,-0.44141,-2.8797,3.307,,,,,-115.9407506,
0.044904,265.66,-150.72,-144.62,-0.37891,-2.85,3.2234,,,,,-100.6612306,
0.044912,263.47,-149.5,-145.31,-0.37656,-2.8633,3.368,,,,,-99.2122632,
0.04492,264.34,-152.62,-148.16,-0.25547,-2.9094,3.3211,,,,,-67.5309398,
0.044928,261.06,-147.5,-143.09,-0.42578,-2.8719,3.2758,,,,,-111.1541268,
0.044936,265.47,-150.84,-150.03,-0.35,-2.8633,3.1945,,,,,-92.9145,
0.044944,258.91,-146.91,-149.09,-0.28594,-2.8977,3.3766,,,,,-74.0327254,
0.044952,262.59,-149.72,-147.09,-0.28984,-2.9555,3.3352,,,,,-76.1090856,
0.04496,266.47,-146.69,-145.69,-0.30781,-2.9031,3.2789,,,,,-82.0221307,
0.044968,266.94,-144.31,-149,-0.24609,-3.0375,3.1711,,,,,-65.6912646,
0.044976,265.03,-143.44,-150.44,-0.31797,-2.8242,3.2461,,,,,-84.2715891,
0.044984,265.62,-146.38,-153.75,-0.28203,-2.8953,3.1523,,,,,-74.9128086,
0.044992,266.75,-143.53,-151.47,-0.17969,-2.8945,3.3227,,,,,-47.9323075,
0.045,265.06,-145.53,-148.38,-0.15859,-3.0484,3.2523,,,,,-42.0358654,
0.045008,263.5,-146.12,-155.44,-0.31406,-2.9531,3.2305,,,,,-82.75481,
0.045016,263.25,-145.16,-153.78,-0.16953,-3.0063,3.2938,,,,,-44.6287725,
0.045024,261.16,-138.94,-155.5,-0.29844,-3.05,3.2383,,,,,-77.9405904,
0.045032,266.47,-143.25,-156.75,-0.275,-2.7039,3.2367,,,,,-73.27925,
0.04504,263.16,-140.25,-156.72,-0.19219,-2.9977,3.2305,,,,,-50.5767204,
0.045048,265.41,-143.19,-157.31,-0.19375,-2.9727,3.2023,,,,,-51.4231875,
0.045056,265.94,-140.06,-156.94,-0.23047,-2.9977,3.2609,,,,,-61.2911918,
0.045064,268.19,-141.25,-158.12,-0.12969,-3.0375,3.1969,,,,,-34.7815611,
0.045072,262.28,-135.56,-158.09,-0.22187,-3.0242,3.3359,,,,,-58.1920636,
0.04508,264.31,-139.44,-159.41,-0.13516,-3.0617,3.1836,,,,,-35.7241396,
0.045088,267.62,-135.47,-160.78,-0.20234,-3.0094,3.2906,,,,,-54.1502308,
0.045096,269.97,-136.5,-155.59,-0.12109,-3.1812,3.3055,,,,,-32.6906673,
0.045104,268.66,-135.56,-163.09,-0.033594,-3.0875,3.2367,,,,,-9.02536404,
0.045112,266.84,-136.09,-160.47,-0.1375,-3.0953,3.1945,,,,,-36.6905,
0.04512,262.97,-132.38,-164.88,-0.17031,-3.0594,3.1867,,,,,-44.7864207,
0.045128,260.34,-136.72,-160.62,-0.082812,-3.1031,3.175,,,,,-21.55927608,
0.045136,269.53,-133.78,-161.53,-0.0039062,-3.125,3.2328,,,,,-1.052838086,
0.045144,267.72,-134.22,-164.47,-0.10234,-3.0883,3.2156,,,,,-27.3984648,
0.045152,274.31,-128.03,-165.53,-0.046875,-3.1133,3.2641,,,,,-12.85828125,
0.04516,267.12,-128.41,-166.44,-0.059375,-3.1961,3.2938,,,,,-15.86025,
0.045168,265.25,-128.81,-167.62,0.01875,-3.132,3.2672,,,,,4.9734375,
0.045176,265.41,-132,-166.91,0.054688,-3.0078,3.1844,,,,,14.51474208,
0.045184,262.41,-125.34,-169.44,0.053125,-3.1227,3.1,,,,,13.94053125,
0.045192,267.06,-129.19,-166.19,0.0070313,-3.125,3.2289,,,,,1.877778978,
0.0452,268.66,-128.28,-168.66,0.095312,-3.2281,3.182,,,,,25.60652192,
0.045208,265.66,-129,-169.69,0.021094,-3.107,3.2078,,,,,5.60383204,
0.045216,265.19,-127.84,-170.31,0.013281,-3.2055,3.1484,,,,,3.52198839,
0.045224,263,-124.97,-171.44,0.00625,-3.132,3.0867,,,,,1.64375,
0.045232,267.31,-122.12,-173.91,-0.028125,-3.2445,3.2109,,,,,-7.51809375,
0.04524,270.88,-119.84,-167.66,0.086719,-3.2563,3.1969,,,,,23.49044272,
0.045248,267.88,-124.03,-174.09,0.13672,-3.2477,3.0945,,,,,36.6245536,
0.045256,260.03,-123.03,-174.12,0.12578,-3.2508,3.0383,,,,,32.7065734,
0.045264,265.97,-118.66,-174.72,0.13359,-3.3078,3.1203,,,,,35.5309323,
0.045272,267.38,-121.84,-174.84,0.028125,-3.2039,3.2031,,,,,7.5200625,
0.04528,264.62,-119.19,-176.59,0.15078,-3.2297,3.1633,,,,,39.8994036,
0.045288,264.72,-121.06,-175.06,0.12891,-3.3023,3.0828,,,,,34.1250552,
0.045296,263.75,-117.03,-178.03,0.092188,-3.3141,3.1164,,,,,24.314585,
0.045304,263.78,-121.09,-174.25,0.14688,-3.2477,3.0969,,,,,38.7440064,
0.045312,259.16,-117.47,-177.75,0.14375,-3.1516,3.1812,,,,,37.25425,
0.04532,263.34,-114.88,-179.69,0.15625,-3.2906,3.0562,,,,,41.146875,
0.045328,269.47,-113.19,-179.19,0.1125,-3.2531,3.0516,,,,,30.315375,
0.045336,265.84,-111.72,-178.28,0.16797,-3.2852,3.1648,,,,,44.6531448,
0.045344,268.84,-112.59,-178.19,0.23359,-3.3922,3.1898,,,,,62.7983356,
0.045352,262.16,-111.44,-177.81,0.21719,-3.3508,3.1414,,,,,56.9385304,
0.04536,262.84,-111.62,-185.66,0.16094,-3.2234,3.082,,,,,42.3014696,
0.045368,265.91,-111.06,-179.25,0.1625,-3.2797,3.1227,,,,,43.210375,
0.045376,264.88,-109.16,-182.47,0.20938,-3.3094,3.0875,,,,,55.4605744,
0.045384,257.94,-112.72,-180.09,0.28437,-3.2898,3.0773,,,,,73.3503978,
0.045392,264,-107.72,-186.16,0.24219,-3.2648,3.1414,,,,,63.93816,
0.0454,263.16,-111.09,-187,0.24688,-3.2992,2.9531,,,,,64.9689408,
0.045408,262.22,-102.31,-187.59,0.35313,-3.2812,3.0914,,,,,92.5977486,
0.045416,266.44,-109,-184.84,0.30234,-3.2609,3.1031,,,,,80.5554696,
0.045424,261.81,-106.88,-184.44,0.28437,-3.3164,3.1578,,,,,74.4509097,
0.045432,256.53,-107.34,-186.12,0.35234,-3.3594,3.0203,,,,,90.3857802,
0.04544,260.12,-103.78,-189,0.28672,-3.3195,3.0984,,,,,74.5816064,
0.045448,261.75,-105.22,-184.16,0.36406,-3.3172,3.0641,,,,,95.292705,
0.045456,259.03,-102.78,-187.91,0.41016,-3.3641,3.0469,,,,,106.2437448,
0.045464,262.06,-104.06,-184.81,0.43594,-3.3148,3.093,,,,,114.2424364,
0.045472,259.91,-103.75,-190.41,0.38359,-3.3883,3.0812,,,,,99.6988769,
0.04548,256.56,-105.66,-189.94,0.32188,-3.3508,2.9914,,,,,82.5815328,
0.045488,256.72,-98.25,-191.28,0.40234,-3.4102,3.0406,,,,,103.2887248,
0.045496,258.66,-103.81,-190.5,0.35469,-3.25,2.9484,,,,,91.7441154,
0.045504,257.03,-101,-193.59,0.52422,-3.4633,3.1203,,,,,134.7402666,
0.045512,260.03,-100.53,-191,0.38516,-3.4609,2.9937,,,,,100.1531548,
0.04552,260.62,-94.875,-191.16,0.45469,-3.5141,3.1305,,,,,118.5013078,
0.045528,257.28,-101.22,-194.69,0.375,-3.4086,2.9875,,,,,96.48,
0.045536,259.09,-94.719,-193.94,0.51484,-3.3641,2.9445,,,,,133.3898956,
0.045544,255.16,-97.406,-195.91,0.50781,-3.3703,2.9188,,,,,129.5727996,
0.045552,258.34,-94.938,-195.16,0.44453,-3.4742,3.1055,,,,,114.8398802,
0.04556,267.72,-94.094,-194.09,0.52187,-3.4047,2.9234,,,,,139.7150364,
0.045568,254.5,-91.469,-194.38,0.49141,-3.3969,2.9234,,,,,125.063845,
0.045576,256.94,-94.469,-195.84,0.38828,-3.4148,2.8695,,,,,99.7646632,
0.045584,255.16,-91.531,-195.88,0.51641,-3.4539,2.9977,,,,,131.7671756,
0.045592,256.78,-89.781,-196.31,0.49219,-3.5273,2.9531,,,,,126.3845482,
0.0456,256.38,-90.469,-199.5,0.67266,-3.4797,3.0063,,,,,172.4565708,
0.045608,257.94,-88.5,-198.09,0.56172,-3.4336,3.0844,,,,,144.8900568,
0.045616,255.94,-88.719,-198.53,0.50938,-3.5281,2.8953,,,,,130.3707172,
0.045624,253.97,-88.312,-199.5,0.53828,-3.5391,2.8961,,,,,136.7069716,
0.045632,246.66,-83.75,-200.38,0.65938,-3.4586,2.925,,,,,162.6426708,
0.04564,254.16,-87.25,-198.09,0.53047,-3.5195,2.8734,,,,,134.8242552,
0.045648,256.06,-81.844,-201.06,0.58359,-3.5859,2.9117,,,,,149.4340554,
0.045656,256.38,-86.031,-203.12,0.63047,-3.5242,2.8914,,,,,161.6398986,
0.045664,254.03,-80.656,-203.97,0.52422,-3.4195,2.9406,,,,,133.1676066,
0.045672,254.69,-82.125,-201.09,0.63047,-3.4875,2.9523,,,,,160.5744043,
0.04568,250.84,-82.75,-204.22,0.69609,-3.5359,2.9789,,,,,174.6072156,
0.045688,252.84,-84.312,-204.84,0.65078,-3.5922,2.8164,,,,,164.5432152,
0.045696,257.72,-80.844,-203.38,0.59688,-3.6086,2.9586,,,,,153.8279136,
0.045704,260,-80.281,-200.88,0.59844,-3.5469,2.8711,,,,,155.5944,
0.045712,250.12,-77.125,-206.06,0.61172,-3.5461,2.85,,,,,153.0034064,
0.04572,251.88,-80.375,-203.84,0.69297,-3.5492,2.8547,,,,,174.5452836,
0.045728,248.56,-76.062,-206.22,0.72266,-3.5297,2.8594,,,,,179.6243696,
0.045736,250.78,-79.938,-206.44,0.80391,-3.4914,2.8922,,,,,201.6045498,
0.045744,250.28,-73.188,-206.75,0.79141,-3.5422,2.7719,,,,,198.0740948,
0.045752,254.12,-77.531,-207.84,0.77891,-3.5797,2.882,,,,,197.9366092,
0.04576,250.94,-73.375,-208.41,0.62578,-3.5992,2.8586,,,,,157.0332332,
0.045768,253.75,-74.719,-209.31,0.71328,-3.4773,2.9117,,,,,180.9948,
0.045776,249.97,-74.469,-209.53,0.79531,-3.532,2.8195,,,,,198.8036407,
0.045784,252.97,-72.656,-204.59,0.74687,-3.5469,2.7797,,,,,188.9357039,
0.045792,250.56,-71.844,-212.34,0.69766,-3.5156,2.8328,,,,,174.8056896,
0.0458,252.56,-71.062,-213.22,0.66719,-3.5797,2.7414,,,,,168.5055064,
0.045808,245.56,-66.781,-210.34,0.83203,-3.6297,2.7914,,,,,204.3132868,
0.045816,253.81,-72.844,-212.59,0.72344,-3.3781,2.8195,,,,,183.6163064,
0.045824,250.53,-69.031,-213.66,0.93203,-3.5477,2.7367,,,,,233.5014759,
0.045832,254.31,-72.062,-211.41,0.725,-3.6023,2.8602,,,,,184.37475,
0.04584,252.44,-71.125,-210.25,0.82734,-3.5898,2.7477,,,,,208.8537096,
0.045848,254.19,-67.969,-210.28,0.80312,-3.4023,2.8937,,,,,204.1450728,
0.045856,249.59,-65.062,-214.78,0.86328,-3.6336,2.8023,,,,,215.4660552,
0.045864,248.88,-65.125,-211.78,0.78672,-3.5531,2.9461,,,,,195.7988736,
0.045872,249.03,-64.469,-212.81,0.84844,-3.6836,2.782,,,,,211.2870132,
0.04588,251.03,-68.719,-214.28,0.86875,-3.5297,2.7352,,,,,218.0823125,
0.045888,247.44,-65.094,-215,0.91172,-3.6523,2.7617,,,,,225.5959968,
0.045896,249.59,-59.562,-215.97,0.88984,-3.7055,2.8016,,,,,222.0951656,
0.045904,248.31,-61.688,-217.06,0.84141,-3.5672,2.7273,,,,,208.9305171,
0.045912,248.09,-63,-216.19,0.85703,-3.6977,2.7891,,,,,212.6205727,
0.04592,248.16,-61.219,-214.41,0.98672,-3.6812,2.775,,,,,244.8644352,
0.045928,244.03,-63.25,-219.19,0.90547,-3.5625,2.6672,,,,,220.9618441,
0.045936,247.94,-59.188,-220.84,1.0508,-3.6031,2.7883,,,,,260.535352,
0.045944,249.12,-56.062,-217,1.0414,-3.6531,2.7469,,,,,259.433568,
0.045952,248.28,-53.812,-221.78,0.8625,-3.582,2.7055,,,,,214.1415,
0.04596,247.38,-55.875,-218.47,0.82031,-3.6547,2.7148,,,,,202.9282878,
0.045968,244.97,-52.812,-220.72,0.8625,-3.6187,2.7695,,,,,211.286625,
0.045976,246.06,-59.969,-217.56,0.89844,-3.6711,2.7188,,,,,221.0701464,
0.045984,248.34,-53.5,-221.56,0.93437,-3.6516,2.5734,,,,,232.0414458,
0.045992,239.28,-58.656,-224.47,1.0039,-3.5695,2.7047,,,,,240.213192,
0.046,244,-52.125,-225.62,0.87266,-3.6273,2.8094,,,,,212.92904,
0.046008,247.44,-55.344,-223.59,1.0227,-3.618,2.6852,,,,,253.056888,
0.046016,245.5,-50.344,-223.66,1.0266,-3.5438,2.7523,,,,,252.0303,
0.046024,243.66,-51.625,-220.62,0.95391,-3.4711,2.6781,,,,,232.4297106,
0.046032,241.81,-49.5,-221.47,0.96328,-3.7086,2.7227,,,,,232.9307368,
0.04604,244.78,-49.719,-222.16,1.0688,-3.582,2.6625,,,,,261.620864,
0.046048,242.16,-47.656,-224.41,1.1062,-3.525,2.7086,,,,,267.877392,
0.046056,247.53,-52.344,-226.22,0.96406,-3.5367,2.65,,,,,238.6337718,
0.046064,245.06,-46.031,-226.19,0.98047,-3.6844,2.6047,,,,,240.2739782,
0.046072,244.03,-50.188,-225.25,1.0562,-3.6406,2.5953,,,,,257.744486,
0.04608,242.09,-43.938,-223.94,1.0258,-3.6211,2.7086,,,,,248.335922,
0.046088,246.28,-46.281,-222.75,1.0891,-3.6344,2.6391,,,,,268.223548,
0.046096,242.28,-43.719,-229.03,1.0875,-3.7242,2.6008,,,,,263.4795,
0.046104,241.72,-48.562,-224.09,1.0742,-3.7602,2.7016,,,,,259.655624,
0.046112,240.47,-41.844,-228.91,1.1258,-3.7188,2.6305,,,,,270.721126,
0.04612,240.16,-45.469,-227.5,1.0953,-3.6398,2.5875,,,,,263.047248,
0.046128,240.5,-41.5,-232.94,1.0109,-3.6383,2.5922,,,,,243.12145,
0.046136,243.69,-44.125,-228.91,1.1445,-3.6812,2.4883,,,,,278.903205,
0.046144,239.62,-40.844,-230.44,1.157,-3.6461,2.6031,,,,,277.24034,
0.046152,239.12,-42.281,-230.19,1.1633,-3.6766,2.5539,,,,,278.168296,
0.04616,230.72,-37.688,-232.25,1.0758,-3.6555,2.6711,,,,,248.208576,
0.046168,241.38,-42.062,-229.53,1.0539,-3.5945,2.5516,,,,,254.390382,
0.046176,233.88,-40.5,-232.56,1.1461,-3.7102,2.5852,,,,,268.049868,
0.046184,237.53,-37.938,-232.47,1.1984,-3.6523,2.5469,,,,,284.655952,
0.046192,239.59,-37.812,-231.12,1.0461,-3.7203,2.5891,,,,,250.635099,
0.0462,242.34,-35.75,-230.06,1.1828,-3.618,2.4023,,,,,286.639752,
0.046208,239.41,-34.594,-232.19,1.1313,-3.5914,2.5523,,,,,270.844533,
0.046216,238.44,-36.594,-237.16,1.1414,-3.3937,2.5055,,,,,272.155416,
0.046224,234,-33.875,-235.88,1.2102,-3.632,2.4789,,,,,283.1868,
0.046232,238.5,-33.281,-236.34,1.168,-3.7687,2.4492,,,,,278.568,
0.04624,237.59,-30,-233.19,1.125,-3.6164,2.518,,,,,267.28875,
0.046248,241.5,-34.906,-234.5,1.2352,-3.7133,2.4562,,,,,298.3008,
0.046256,238.22,-31.094,-235.31,1.2539,-3.7094,2.4281,,,,,298.704058,
0.046264,235.5,-32.875,-239.81,1.1586,-3.6352,2.5094,,,,,272.8503,
0.046272,235.12,-31.281,-236.69,1.3203,-3.6609,2.3695,,,,,310.428936,
0.04628,230.94,-31.281,-238.69,1.1562,-3.7602,2.4391,,,,,267.012828,
